test_id,is_female
5189,0.09
5190,0.12
5191,0.8
5192,0.94
5193,0.02
5194,0.98
5195,0.35
5196,0.98
5197,0.12
5198,0.74
5199,0.32
5200,0.21
5201,0.88
5202,0.53
5203,0.99
5204,0.481578583
5205,0.85
5206,0.9
5207,0.67
5208,0.54
5209,0.71
5210,0.22
5211,0.75
5212,0.1
5213,0.01
5214,0.99
5215,0.36
5216,0.78
5217,0.12
5218,0.2
5219,0.58
5220,0.96
5221,1
5222,0.04
5223,0.31
5224,0.8
5225,0.36
5226,0.65
5227,0.03
5228,0.01
5229,0.99
5230,0.12
5231,0.21
5232,0.98
5233,0.29
5234,0.96
5235,0.76
5236,0.92
5237,0.77
5238,0.95
5239,0.14
5240,0.01
5241,0.93
5242,0.05
5243,0.94
5244,0.22
5245,0.99
5246,0.41
5247,0.26
5248,0.74
5249,0.01
5250,0.87
5251,0.33
5252,0.08
5253,0.99
5254,0.65
5255,0.35
5256,0.02
5257,0.96
5258,0
5259,0.9
5260,0.22
5261,0.98
5262,0.99
5263,0.39
5264,0.88
5265,0.82
5266,0
5267,0.81
5268,0.81
5269,0.4
5270,0.11
5271,1
5272,0.27
5273,0.74
5274,0.37
5275,0.8
5276,0.93
5277,0.42
5278,0.77
5279,0.35
5280,0.9
5281,0.8
5282,0.27
5283,0.49
5284,0.95
5285,0.95
5286,0.68
5287,0.16
5288,0.88
5289,0.23
5290,0.97
5291,0.95
5292,0.77
5293,0.06
5294,0.16
5295,0.21
5296,0.98
5297,0.84
5298,0.96
5299,0.93
5300,0.02
5301,0.22
5302,1
5303,0.11
5304,0.99
5305,0.82
5306,0.12
5307,0.08
5308,0.21
5309,0.99
5310,0.06
5311,0.69
5312,0.48
5313,0.59
5314,0.99
5315,0.98
5316,0.85
5317,0.5
5318,0.56
5319,0.36
5320,0.37
5321,0.97
5322,0.04
5323,0.99
5324,1
5325,0.02
5326,0.29
5327,0.98
5328,0.79
5329,0.18
5330,0.46
5331,0.37
5332,0.9
5333,0.52
5334,0.96
5335,0.93
5336,0
5337,0
5338,0.92
5339,0.91
5340,0.96
5341,0.2
5342,0.76
5343,0.97
5344,0.63
5345,0.03
5346,0.93
5347,0.9
5348,0.9
5349,0.85
5350,0.11
5351,0.97
5352,0.81
5353,0.73
5354,0.92
5355,0.22
5356,0.98
5357,0.38
5358,0.83
5359,0.57
5360,0.58
5361,0.14
5362,0.97
5363,0.64
5364,0.55
5365,0.91
5366,0.04
5367,0.62
5368,0.99
5369,0.11
5370,0.13
5371,0.05
5372,1
5373,0.97
5374,0.84
5375,0.96
5376,0.12
5377,0.31
5378,0.09
5379,0.09
5380,0.55
5381,0.52
5382,0.5
5383,0.14
5384,0.06
5385,0.99
5386,0.01
5387,0.1
5388,0.45
5389,0.08
5390,0.37
5391,0.11
5392,0
5393,0.9
5394,0.93
5395,0.97
5396,0.99
5397,0.02
5398,0.85
5399,0.73
5400,0.12
5401,0.16
5402,0.13
5403,0.27
5404,0.98
5405,0.11
5406,0.01
5407,0.99
5408,0.94
5409,0.29
5410,0.01
5411,0.37
5412,0.12
5413,0.2
5414,0.02
5415,0.73
5416,0.92
5417,0.96
5418,0.95
5419,0.74
5420,0.16
5421,0.41
5422,0.24
5423,0.27
5424,0.93
5425,0.87
5426,0
5427,0.46
5428,0.33
5429,0.53
5430,0.52
5431,0.19
5432,0.96
5433,0.92
5434,0.8
5435,0.55
5436,0.24
5437,0.46
5438,0.01
5439,0.97
5440,0.03
5441,0.05
5442,0.97
5443,0.19
5444,0.15
5445,0.91
5446,0.51
5447,0.97
5448,0.01
5449,0.67
5450,0.03
5451,0.99
5452,0.33
5453,0.87
5454,0.93
5455,0.94
5456,0.94
5457,0.26
5458,1
5459,0.07
5460,0.53
5461,0.07
5462,0.1
5463,0.55
5464,0.24
5465,0.51
5466,0.2
5467,0.95
5468,1
5469,0.38
5470,0.46
5471,0.75
5472,0.69
5473,0.99
5474,0.87
5475,0.27
5476,0.02
5477,0.76
5478,1
5479,0.95
5480,0.45
5481,0.92
5482,0.85
5483,0.99
5484,0
5485,0.29
5486,0.77
5487,0.98
5488,0.06
5489,0.22
5490,0.97
5491,0.95
5492,0.34
5493,0.05
5494,0.95
5495,0.13
5496,0.3
5497,0.8
5498,0.57
5499,0.22
5500,1
5501,0.12
5502,0.37
5503,0.11
5504,0.13
5505,0.14
5506,0.41
5507,0.9
5508,0.01
5509,0.07
5510,0.51
5511,0.96
5512,0.07
5513,0.03
5514,0.99
5515,0.77
5516,0.07
5517,0.03
5518,0.52
5519,0.94
5520,0.2
5521,0.93
5522,0.99
5523,0.02
5524,0.99
5525,0.11
5526,0.9
5527,0.5
5528,0.79
5529,0.39
5530,0.68
5531,0.68
5532,0.2
5533,0.63
5534,0.15
5535,0.13
5536,0.95
5537,0.53
5538,0.18
5539,0.97
5540,1
5541,0.97
5542,0.26
5543,0.9
5544,0.95
5545,0.35
5546,0.08
5547,0.74
5548,0.07
5549,0.29
5550,0.31
5551,0.82
5552,0.76
5553,0.04
5554,0.03
5555,0.02
5556,0.3
5557,0.83
5558,0.92
5559,0.81
5560,0.16
5561,0.55
5562,0.16
5563,0.35
5564,0.97
5565,0.7
5566,0.37
5567,0.57
5568,0.99
5569,1
5570,0.67
5571,0.07
5572,0.18
5573,1
5574,0.99
5575,0.18
5576,0.99
5577,0.02
5578,0.71
5579,0.99
5580,0.04
5581,0.17
5582,0.14
5583,0.92
5584,0.85
5585,0.67
5586,0.29
5587,0.06
5588,0
5589,0.06
5590,0.31
5591,0.4
5592,0.95
5593,0.91
5594,0.37
5595,0.86
5596,0.35
5597,0.88
5598,0.05
5599,0.97
5600,0.8
5601,0.05
5602,0.09
5603,0.92
5604,0.05
5605,0.04
5606,0.94
5607,0.32
5608,0.84
5609,0.62
5610,0.17
5611,0.96
5612,0.63
5613,0.01
5614,0.34
5615,0.97
5616,0.97
5617,0.06
5618,0.51
5619,0.07
5620,0.56
5621,0.99
5622,0.94
5623,0.99
5624,0.24
5625,0.07
5626,0.47
5627,0.88
5628,0.75
5629,0.05
5630,0.28
5631,0.69
5632,1
5633,0.39
5634,0.91
5635,0.37
5636,1
5637,0.01
5638,0.41
5639,0.59
5640,0.07
5641,0.99
5642,0.91
5643,0.97
5644,0.97
5645,0.11
5646,0.09
5647,0
5648,0.95
5649,0.99
5650,0.04
5651,0.22
5652,0.3
5653,0.39
5654,0.99
5655,0.94
5656,0.21
5657,0.54
5658,0.22
5659,0.85
5660,0.87
5661,1
5662,0.08
5663,0.95
5664,0.96
5665,0.79
5666,0.35
5667,0.98
5668,0
5669,0.02
5670,0.84
5671,0.48
5672,0.51
5673,0.96
5674,0.1
5675,0.97
5676,0.63
5677,0.86
5678,0.34
5679,0.14
5680,0.48
5681,0.84
5682,0.73
5683,0
5684,0.15
5685,0.89
5686,0.91
5687,1
5688,0.86
5689,0.26
5690,0.04
5691,0.96
5692,0.01
5693,0.86
5694,0.8
5695,1
5696,0.689359394
5697,0.85
5698,0.04
5699,0.27
5700,0.82
5701,0.9
5702,0.02
5703,0.35
5704,0.97
5705,0.93
5706,0.12
5707,0.59
5708,0.38
5709,0.21
5710,0.59
5711,0.01
5712,0
5713,0.45
5714,0.98
5715,0.93
5716,0.84
5717,1
5718,0.63
5719,0.4
5720,0.96
5721,0.01
5722,0.09
5723,0.95
5724,0.67
5725,0.99
5726,0.13
5727,0.98
5728,0.57
5729,0.02
5730,0.6
5731,0.96
5732,0.81
5733,0.07
5734,0.88
5735,0.75
5736,0.72
5737,0.93
5738,0.84
5739,0.35
5740,0.99
5741,0.99
5742,0.02
5743,0.99
5744,0.99
5745,0.05
5746,1
5747,0.28
5748,0.49
5749,0
5750,0.95
5751,0.38
5752,0.47
5753,0.26
5754,0.1
5755,0.04
5756,0.74
5757,0.79
5758,0.11
5759,0.44
5760,0.39
5761,0.05
5762,0.02
5763,0.32
5764,0.2
5765,0.31
5766,0.11
5767,0.11
5768,0.98
5769,1
5770,0.07
5771,0.02
5772,0.95
5773,0
5774,0.04
5775,0.49
5776,0.28
5777,0.1
5778,0.07
5779,0.79
5780,0.66
5781,0.06
5782,0.95
5783,0.09
5784,0.19
5785,0.04
5786,0.85
5787,0.99
5788,0.19
5789,0
5790,0.01
5791,0.12
5792,0.72
5793,0.06
5794,0.74
5795,0.62
5796,0.26
5797,0.03
5798,0.1
5799,0.1
5800,0.93
5801,0.08
5802,0.12
5803,0.07
5804,0.98
5805,0.08
5806,0.97
5807,0.04
5808,0.95
5809,0.05
5810,0.51
5811,0.66
5812,0.01
5813,0.92
5814,0.88
5815,0.07
5816,0.02
5817,1
5818,0.89
5819,0.17
5820,0.9
5821,0.04
5822,0.04
5823,0.44
5824,1
5825,0.97
5826,0.99
5827,0.05
5828,0.86
5829,0.14
5830,0.95
5831,0.01
5832,0.46
5833,0
5834,1
5835,0.28
5836,0.21
5837,0.11
5838,0.199279734
5839,0.29
5840,0.34
5841,0.1
5842,0.01
5843,1
5844,0.49
5845,0.75
5846,0.4
5847,0.15
5848,0.69
5849,0.79
5850,0.57
5851,0.93
5852,0.9
5853,0.97
5854,0.91
5855,0.87
5856,0.22
5857,0
5858,0.16
5859,0.99
5860,0.24
5861,0.7
5862,0.33
5863,1
5864,0.96
5865,0.5
5866,0.66
5867,0.22
5868,0.79
5869,0.15
5870,0.97
5871,0.01
5872,0.22
5873,0.81
5874,0.41
5875,0.26
5876,0.99
5877,0.47
5878,0.95
5879,1
5880,0.9
5881,0.01
5882,0.97
5883,0.16
5884,0.63
5885,0.04
5886,0.88
5887,0.08
5888,0.87
5889,0.09
5890,0.9
5891,0.98
5892,0.54
5893,0.01
5894,0.08
5895,0.9
5896,0.19
5897,0.95
5898,0.22
5899,0.2
5900,0.63
5901,0.52
5902,0.04
5903,0.99
5904,0.96
5905,0.07
5906,0.14
5907,0.87
5908,0.69
5909,1
5910,0.36
5911,0.87
5912,0.85
5913,0.76
5914,0.11
5915,0.1
5916,0.01
5917,0.81
5918,1
5919,0.8
5920,0.29
5921,0.98
5922,0.85
5923,0.94
5924,0.65
5925,0.24
5926,0.03
5927,0.01
5928,0.86
5929,0.05
5930,0.28
5931,0.11
5932,0.12
5933,0.99
5934,0.99
5935,0.06
5936,0.44
5937,0.97
5938,0.03
5939,0.71
5940,0.88
5941,0.99
5942,0.12
5943,0.28
5944,0.72
5945,0.05
5946,0.02
5947,1
5948,0.1
5949,0.02
5950,0.19
5951,0.45
5952,0.99
5953,0.07
5954,0.09
5955,0.96
5956,0
5957,0.94
5958,0.94
5959,0.77
5960,0.4
5961,0.08
5962,0.1
5963,1
5964,0.99
5965,0.98
5966,0.53
5967,0.23
5968,0.18
5969,0.03
5970,1
5971,0.97
5972,0.95
5973,0.07
5974,0.84
5975,0.32
5976,1
5977,0.99
5978,0.13
5979,0.73
5980,0.13
5981,0.56
5982,0.02
5983,0.27
5984,0.54
5985,0.07
5986,0.19
5987,0.9
5988,0.89
5989,0.96
5990,0.05
5991,0.44
5992,0.97
5993,0.45
5994,0.86
5995,0.99
5996,0.2
5997,0.96
5998,0.29
5999,0.9
6000,0.07
6001,0.8
6002,0.02
6003,0.74
6004,0.51
6005,0.95
6006,0.99
6007,0.09
6008,0.19
6009,0.93
6010,0.97
6011,0.95
6012,0.23
6013,0.08
6014,0.45
6015,0.12
6016,0.01
6017,0.54
6018,0.82
6019,0
6020,0.84
6021,0.99
6022,0.92
6023,0.21
6024,0.8
6025,1
6026,0.88
6027,0
6028,0.06
6029,0.09
6030,0.93
6031,0.72
6032,0.99
6033,0.14
6034,0.9
6035,0.04
6036,1
6037,0.79
6038,0.01
6039,0.01
6040,0.25
6041,0.87
6042,0.98
6043,0.18
6044,0.43
6045,0.02
6046,0.89
6047,0.25
6048,0.98
6049,0.93
6050,0.08
6051,0.77
6052,0.9
6053,0.92
6054,0.96
6055,0.98
6056,0.19
6057,0.54
6058,0
6059,0.08
6060,0.08
6061,0.25
6062,0.98
6063,0
6064,0.5
6065,0.98
6066,0.73
6067,0.95
6068,0.04
6069,0.02
6070,0.99
6071,0.95
6072,0.1
6073,0.21
6074,0.05
6075,0.8
6076,0.95
6077,0.16
6078,0.89
6079,0.91
6080,1
6081,0.06
6082,0.51
6083,0.9
6084,0.23
6085,0.42
6086,0.09
6087,0.65
6088,0.13
6089,0.63
6090,1
6091,0.98
6092,0.03
6093,0.2
6094,0.65
6095,0.99
6096,0.16
6097,0.69
6098,0.99
6099,0.42
6100,0.05
6101,0.98
6102,0.05
6103,0.89
6104,0.02
6105,0.66
6106,1
6107,0.68
6108,1
6109,0.67
6110,0.59
6111,0.51
6112,0.95
6113,0.42
6114,0.84
6115,0.08
6116,0.07
6117,0.06
6118,0.1
6119,0.02
6120,0.69
6121,0.71
6122,0.67
6123,0.69
6124,0.95
6125,0.99
6126,0.27
6127,0.51
6128,0.72
6129,0.43
6130,0.99
6131,1
6132,0.08
6133,0.88
6134,0.93
6135,0.06
6136,0.49
6137,0.43
6138,0.98
6139,0.08
6140,0.19
6141,0.27
6142,0.98
6143,0.98
6144,0.79
6145,1
6146,0.01
6147,0.06
6148,0.94
6149,0.2
6150,0.13
6151,0.33
6152,0.02
6153,0.98
6154,0
6155,0.63
6156,0.34
6157,0.98
6158,0.21
6159,0.95
6160,0.31
6161,0.62
6162,0.16
6163,0.04
6164,0.11
6165,0.54
6166,0.24
6167,0.77
6168,0.12
6169,0.38
6170,0.97
6171,0.22
6172,0.97
6173,0.16
6174,0
6175,0.06
6176,0.75
6177,0.03
6178,0.91
6179,0.27
6180,0.98
6181,0.96
6182,0.09
6183,0.89
6184,0.77
6185,0.25
6186,0.96
6187,0.78
6188,0.99
6189,0.22
6190,0.88
6191,1
6192,0.49
6193,0.86
6194,0.03
6195,0.67
6196,0.3
6197,0.7
6198,0.98
6199,0.06
6200,0.91
6201,1
6202,0.93
6203,0.94
6204,0.98
6205,0.9
6206,0.88
6207,0.97
6208,0.58
6209,0.77
6210,0.26
6211,0.17
6212,0.13
6213,0.86
6214,0.83
6215,0.2
6216,0.06
6217,0.36
6218,0.03
6219,0.03
6220,0.29
6221,0.56
6222,0.75
6223,0.01
6224,0.93
6225,0.06
6226,0.98
6227,0.32
6228,0.05
6229,0.09
6230,1
6231,0.9
6232,0.83
6233,0.29
6234,0.43
6235,0.25
6236,0.71
6237,0.9
6238,0.99
6239,0.03
6240,0.11
6241,0.01
6242,0.04
6243,0.99
6244,0.91
6245,0.62
6246,0.86
6247,0.2
6248,0.56
6249,0.15
6250,0.35
6251,0.09
6252,0.96
6253,0.3
6254,0.51
6255,0.05
6256,0.3
6257,0.96
6258,0.06
6259,0.39
6260,1
6261,0.58
6262,0.54
6263,0.01
6264,0.9
6265,0.03
6266,0.99
6267,0.93
6268,0.97
6269,0.98
6270,0.12
6271,0.14
6272,0.02
6273,0.2
6274,1
6275,0.51
6276,0.27
6277,0.42
6278,0.6
6279,0.13
6280,0.99
6281,0.03
6282,0.22
6283,0.18
6284,0.05
6285,0.01
6286,0.09
6287,0.99
6288,0.02
6289,0.93
6290,0.98
6291,0.43
6292,0.18
6293,0.96
6294,0.89
6295,0.15
6296,0.1
6297,0.49
6298,0.97
6299,0.67
6300,0.16
6301,0.34
6302,0.97
6303,0.99
6304,0.76
6305,0.25
6306,0.65
6307,0.95
6308,0.22
6309,1
6310,0.97
6311,0.65
6312,0.98
6313,0.81
6314,0.93
6315,0.94
6316,0.633020721
6317,0.95
6318,0.48
6319,0.31
6320,0.12
6321,0.86
6322,0.07
6323,0.17
6324,0.04
6325,0.03
6326,0.79
6327,0.5
6328,0.27
6329,0.37
6330,0.94
6331,0.1
6332,0.91
6333,0.9
6334,0.26
6335,0.68
6336,0.35
6337,0.53
6338,0.99
6339,0.9
6340,0.89
6341,0.32
6342,0.01
6343,0.25
6344,0.94
6345,0.39
6346,0.09
6347,0.02
6348,0.98
6349,0.52
6350,0.23
6351,0.36
6352,0.51
6353,0
6354,0.62
6355,0.92
6356,0.07
6357,0.14
6358,0.14
6359,1
6360,0.23
6361,0.2
6362,0.3
6363,0.98
6364,0.91
6365,0.99
6366,0.03
6367,0.99
6368,0.11
6369,0.96
6370,0.82
6371,0.14
6372,0.25
6373,0.14
6374,0.85
6375,0.73
6376,0.17
6377,0.97
6378,0.46
6379,0.74
6380,0.16
6381,0.8
6382,0.99
6383,1
6384,0.95
6385,0.46
6386,0.14
6387,0.95
6388,1
6389,0.24
6390,0.62
6391,0.01
6392,0.03
6393,0.27
6394,0.36
6395,0.29
6396,0.06
6397,0.02
6398,0.7
6399,0.31
6400,0.06
6401,0.08
6402,0.22
6403,0.8
6404,0.96
6405,1
6406,0.19
6407,0.4
6408,0.06
6409,0.99
6410,0.1
6411,0.15
6412,0.97
6413,0
6414,0.08
6415,1
6416,0.1
6417,0.09
6418,0.61
6419,0.56
6420,0.02
6421,0.53
6422,0.85
6423,0.85
6424,1
6425,0.28
6426,0.7
6427,0.33
6428,0.04
6429,0.87
6430,0.91
6431,0
6432,0.89
6433,0.65
6434,0.72
6435,0.89
6436,0.07
6437,0.04
6438,0.19
6439,0.87
6440,0.94
6441,0.27
6442,0.91
6443,0.19
6444,0.93
6445,0.13
6446,0.99
6447,0.21
6448,0.82
6449,0.39
6450,0.08
6451,0.18
6452,0.58
6453,0.99
6454,0.74
6455,0.93
6456,0.04
6457,0
6458,0.02
6459,0.07
6460,0.71
6461,0
6462,0.13
6463,0.78
6464,0.27
6465,1
6466,0.17
6467,0.89
6468,0.17
6469,0.06
6470,0.43
6471,0.03
6472,0.8
6473,0.04
6474,0.89
6475,0.84
6476,0.29
6477,0.5
6478,0.05
6479,0.03
6480,0.17
6481,0.68
6482,0.58
6483,0
6484,0.99
6485,0.92
6486,0.8
6487,0.03
6488,0.32
6489,0.62
6490,0.39
6491,0.55
6492,0.93
6493,0.24
6494,0.18
6495,0.97
6496,0.26
6497,0.97
6498,0.05
6499,0.15
6500,0.32
6501,0.19
6502,0.2
6503,0.13
6504,0.21
6505,0.53
6506,0.55
6507,0.05
6508,0.96
6509,0.64
6510,0.96
6511,0.93
6512,0.92
6513,0.48
6514,0.98
6515,0.01
6516,0.18
6517,0.39
6518,0.98
6519,0.05
6520,0.81
6521,0.94
6522,0.94
6523,0.98
6524,0.02
6525,0.52
6526,0.09
6527,0.99
6528,0.16
6529,0.58
6530,0.88
6531,0.46
6532,0.26
6533,0.15
6534,0.43
6535,0.82
6536,0.03
6537,0.08
6538,0.98
6539,0.22
6540,0.97
6541,0.1
6542,0.28
6543,0.9
6544,0.44
6545,0.99
6546,0.65
6547,0.44
6548,0.94
6549,0.59
6550,0.41
6551,0.01
6552,0.21
6553,1
6554,0.08
6555,0.11
6556,0.09
6557,0.9
6558,0.86
6559,0
6560,0.04
6561,0.01
6562,0.44
6563,0.08
6564,0.17
6565,0.6
6566,0.97
6567,0.67
6568,0.94
6569,0.9
6570,0.11
6571,0.02
6572,0.03
6573,0.27
6574,0.94
6575,0.92
6576,0.25
6577,0.98
6578,0.03
6579,0.99
6580,0.94
6581,0.01
6582,0.03
6583,0.51
6584,0.68
6585,0.41
6586,0.02
6587,0.25
6588,0.02
6589,0.95
6590,0.89
6591,0.05
6592,0.94
6593,0.02
6594,1
6595,0.99
6596,0.1
6597,0.7
6598,0.89
6599,0.67
6600,0.61
6601,0.12
6602,0.74
6603,0.18
6604,0.63
6605,0.9
6606,0.92
6607,0.96
6608,0.01
6609,0.67
6610,0.9
6611,0.69
6612,0.01
6613,0.42
6614,0.43
6615,0.9
6616,0.45
6617,0.04
6618,0.13
6619,0.9
6620,0.45
6621,1
6622,0.47
6623,1
6624,0.41
6625,0.41
6626,0.98
6627,0.88
6628,0.29
6629,0.1
6630,0.94
6631,0.9
6632,0
6633,0.01
6634,0.03
6635,0.68
6636,0.95
6637,0.96
6638,0.91
6639,0.73
6640,0.2
6641,0.16
6642,0.41
6643,0.05
6644,0.84
6645,0.16
6646,0.78
6647,0.56
6648,0.21
6649,0.85
6650,0.06
6651,0.03
6652,0.68
6653,0.9
6654,0.02
6655,1
6656,0.9
6657,0.72
6658,0.76
6659,0.01
6660,1
6661,0.92
6662,0.82
6663,0.44
6664,0.93
6665,0.312239289
6666,0.31
6667,0.99
6668,0.99
6669,0.04
6670,0.77
6671,0.21
6672,0.23
6673,1
6674,1
6675,0.33
6676,0.03
6677,0.97
6678,0.97
6679,0.05
6680,0.49
6681,0.12
6682,0.71
6683,0.04
6684,0.02
6685,1
6686,0.49
6687,0.22
6688,0.12
6689,0.53
6690,0.97
6691,0.95
6692,0.16
6693,0.13
6694,0.17
6695,0.93
6696,0.03
6697,0.13
6698,0.05
6699,0.17
6700,0.54
6701,0.74
6702,0.89
6703,1
6704,0.79
6705,1
6706,0.02
6707,0.88
6708,0
6709,0.78
6710,0.23
6711,0.4
6712,0.16
6713,0.06
6714,0.34
6715,0.97
6716,0.82
6717,0.09
6718,0.99
6719,0.14
6720,0.36
6721,0.94
6722,0.86
6723,0.99
6724,0.33
6725,0.04
6726,1
6727,0.89
6728,0.1
6729,0.07
6730,0.99
6731,0.43
6732,0.15
6733,0.92
6734,0.14
6735,0.89
6736,0.3
6737,1
6738,0
6739,0.14
6740,0.86
6741,0.04
6742,0.59
6743,0.07
6744,0.04
6745,0.646338674
6746,0.98
6747,0.99
6748,0.88
6749,0.9
6750,0.56
6751,0
6752,0.69
6753,0.84
6754,0.95
6755,0.98
6756,0.01
6757,0.01
6758,0.71
6759,0.02
6760,0.49
6761,0.95
6762,0.98
6763,0.69
6764,0.94
6765,0.2
6766,0.98
6767,0.04
6768,0.27
6769,0.98
6770,0.75
6771,0.98
6772,0.39
6773,0.24
6774,0.49
6775,0.26
6776,0.55
6777,0.4
6778,0.03
6779,0.88
6780,0.15
6781,0.8
6782,0.74
6783,0.3
6784,0.14
6785,0.99
6786,0.96
6787,0.03
6788,0.41
6789,0.03
6790,0.83
6791,0.97
6792,0.2
6793,0.28
6794,0.07
6795,0.98
6796,0.97
6797,0.284639867
6798,0.54
6799,0.25
6800,0.79
6801,0.06
6802,0.19
6803,0.04
6804,0.05
6805,0.46
6806,0.96
6807,0.38
6808,0.96
6809,1
6810,0.72
6811,0.98
6812,0.56
6813,0.08
6814,1
6815,0.23
6816,0.97
6817,0.7
6818,0.13
6819,0.97
6820,0.08
6821,0.02
6822,0.36
6823,0.07
6824,0.25
6825,0.97
6826,0.48
6827,0.98
6828,0.14
6829,0.99
6830,0.16
6831,0.57
6832,0.59
6833,0.86
6834,0.29
6835,0.04
6836,0.6
6837,0.84
6838,0.27
6839,0.66
6840,0.74
6841,0.92
6842,0.99
6843,0.03
6844,0.06
6845,0.14
6846,0.08
6847,0.66
6848,0.32
6849,0.06
6850,0.59
6851,0.1
6852,0.15
6853,0.88
6854,0.16
6855,0.88
6856,1
6857,0.69
6858,0.79
6859,0.02
6860,0.4
6861,0.13
6862,0.29
6863,0.98
6864,0.33
6865,0.16
6866,0.59
6867,0.38
6868,0.97
6869,0.47
6870,0.67
6871,0.28
6872,0.03
6873,0.42
6874,0.27
6875,0.04
6876,0.99
6877,0.96
6878,0.19
6879,0.05
6880,0.66
6881,0.95
6882,0.98
6883,0.47
6884,0.99
6885,0.91
6886,0.05
6887,0.05
6888,0.95
6889,0.85
6890,0.68
6891,0.13
6892,0.55
6893,1
6894,0.96
6895,0.09
6896,1
6897,0.82
6898,0.38
6899,0.34
6900,0.94
6901,0.85
6902,0.43
6903,0.1
6904,0.99
6905,0.26
6906,0.73
6907,0.05
6908,0.05
6909,0.61
6910,0.89
6911,0.99
6912,0.97
6913,0.03
6914,0.81
6915,0.34
6916,0
6917,0.96
6918,0
6919,0.05
6920,0.54
6921,0.88
6922,0.97
6923,0.99
6924,0.13
6925,0.9
6926,0.59
6927,0.92
6928,0.12
6929,0.75
6930,0.23
6931,0.26
6932,0.94
6933,0.98
6934,0.85
6935,0.93
6936,0.89
6937,0.92
6938,0.45
6939,0.54
6940,0.48
6941,0.74
6942,1
6943,0.92
6944,0.01
6945,0.1
6946,0.99
6947,0.97
6948,0.79
6949,0.14
6950,0.99
6951,0.99
6952,0.94
6953,0.88
6954,0.67
6955,0.95
6956,0.65
6957,0.03
6958,0.99
6959,0.55
6960,0
6961,0.26
6962,0.04
6963,0.89
6964,0.94
6965,0.17
6966,0.33
6967,0.92
6968,0.59
6969,0.01
6970,0.3
6971,0.97
6972,0.99
6973,0.94
6974,1
6975,0.97
6976,0.16
6977,0.98
6978,0.96
6979,0.82
6980,0.45
6981,0.34
6982,0.96
6983,0.15
6984,0.46
6985,0.95
6986,0.51
6987,0.9
6988,0.95
6989,0.93
6990,0.98
6991,0.07
6992,0.43
6993,0.99
6994,0.06
6995,0.24
6996,0.92
6997,0.04
6998,0.07
6999,0.12
7000,0.9
7001,0.98
7002,0.4
7003,0.38
7004,0.04
7005,0.75
7006,0.96
7007,0.99
7008,0.84
7009,0.99
7010,0.06
7011,0.98
7012,0.64
7013,0.92
7014,0.21
7015,0.2
7016,1
7017,0.99
7018,0.84
7019,1
7020,0.12
7021,0.9
7022,0.55
7023,0.07
7024,1
7025,0.92
7026,0.79
7027,0.04
7028,0.46
7029,0.14
7030,0.31
7031,0.09
7032,0.98
7033,0.61
7034,0.96
7035,0.17
7036,0.34
7037,0.24
7038,0.65
7039,1
7040,0.14
7041,0.12
7042,0.76
7043,0.98
7044,0.78
7045,0.44
7046,0.63
7047,0.99
7048,1
7049,0.67
7050,0.98
7051,0.03
7052,0.02
7053,0.81
7054,0.5
7055,0.73
7056,0.96
7057,0.09
7058,0.13
7059,0.73
7060,0.47
7061,1
7062,0.99
7063,0.18
7064,0.98
7065,0.74
7066,0.01
7067,0.99
7068,0.2
7069,0.81
7070,0.47
7071,0.97
7072,0.21
7073,0.24
7074,0.95
7075,0.2
7076,0.87
7077,0
7078,0.97
7079,0.77
7080,0.71
7081,0.7
7082,0.98
7083,0.96
7084,0.06
7085,0.97
7086,0.622239289
7087,0.05
7088,0.81
7089,0.34
7090,0.08
7091,1
7092,0.68
7093,0.9
7094,0.27
7095,0.99
7096,0.97
7097,0.95
7098,0.76
7099,0.96
7100,1
7101,0.98
7102,0.23208488
7103,0.99
7104,0.84
7105,0.99
7106,0.04
7107,0.32
7108,0.05
7109,0.16
7110,0.8
7111,0.08
7112,0.99
7113,0.09
7114,0.84
7115,0.94
7116,0.81
7117,1
7118,0.99
7119,0.93
7120,0.71
7121,1
7122,0.27
7123,0.26
7124,0.23
7125,0.76
7126,0.93
7127,0.89
7128,0.44
7129,0.07
7130,0.08
7131,0.99
7132,0.99
7133,0.02
7134,1
7135,0.24
7136,0.97
7137,0.21
7138,0.15
7139,0.93
7140,1
7141,0.98
7142,0.56
7143,0.13
7144,0
7145,0.86
7146,0.73
7147,0.99
7148,0.99
7149,0.06
7150,0.43
7151,0.97
7152,0.93
7153,0.85
7154,0.1
7155,0.8
7156,0.38
7157,0.83
7158,0.2
7159,0.97
7160,0.49
7161,0.07
7162,1
7163,0.75
7164,0.99
7165,0.95
7166,0.91
7167,0.16
7168,0.33
7169,0.26
7170,0.88
7171,0.21
7172,0.93
7173,0.07
7174,0.96
7175,0.81
7176,0.91
7177,1
7178,0.96
7179,0.03
7180,0.5
7181,0.05
7182,0.04
7183,0.76
7184,0.89
7185,0.94
7186,1
7187,0.17
7188,0
7189,0.97
7190,0.07
7191,0.98
7192,0.77
7193,0.36
7194,0.73
7195,0.11
7196,0.72
7197,0.71
7198,0.99
7199,0.24
7200,0.16
7201,0.89
7202,0.4
7203,0.05
7204,0.35
7205,0.91
7206,0.23
7207,0.76
7208,0.58
7209,0.98
7210,0.92
7211,0.16
7212,0.01
7213,0
7214,0.08
7215,0.65
7216,0.9
7217,0.14
7218,0.6
7219,0.06
7220,0.01
7221,0.99
